date,close,high,low,open,volume,AD,OBV,ADOSC,MULT,SUM,ASIT,VAR
2000/8/1,2028.151,2031.925,2023.453,2027.013,21187984,1569302323.8081527,1352260003.0,20845567.222996,4111504.737025,58905.22700000006,65.08131965633903,44.977722251787775
2000/8/2,2030.683,2033.191,2018.481,2030.789,23905316,1585056105.813863,1376165319.0,24042698.03518987,4103957.402871,59022.779000000046,141.7127537436386,58.45102177280933
2000/8/3,2036.301,2038.654,2030.101,2032.937,18321318,1593296736.0425553,1394486637.0,25786934.073381666,4138673.524054,59145.17900000006,244.18713272614468,62.543768653646104
2000/8/4,2026.361,2041.283,2013.45,2037.468,19597136,1591880796.6721678,1374889501.0,23705692.28266573,4110021.25635,59231.91300000005,351.8440308377175,18.728897613938894
2000/8/7,2039.419,2039.419,2017.903,2025.182,13716475,1605597271.6721678,1388605976.0,25063545.206221346,4115349.7183569986,59322.69300000005,485.01112150133787,24.344065612647682
2000/8/8,2049.916,2050.073,2040.783,2042.745,13738001,1618870931.1959574,1402343977.0,27563963.50467992,4183754.127159,59429.71100000005,657.0255964554713,65.03590961312875
2000/8/9,2061.18,2061.284,2048.494,2051.654,16350866,1634955887.8818052,1418694843.0,31198987.799120907,4222527.906296001,59543.41000000005,765.6391903100223,142.4470546534285
2000/8/10,2065.943,2067.745,2053.861,2065.305,17379430,1647823976.3577485,1436074273.0,33944163.36199951,4246860.813445,59672.09200000005,875.0303658483631,207.92504697386173
2000/8/11,2062.666,2070.298,2055.2,2067.784,15313964,1647655601.8694725,1420760309.0,31927782.994907614,4254876.449599999,59806.652000000046,1006.82991693168,96.38446937315166
2000/8/14,2076.3,2076.328,2065.935,2065.935,15170757,1662744615.158129,1435931066.0,33001424.073405504,4289558.68668,59987.315000000046,1130.9475868478014,71.99285121262074
2000/8/15,2076.823,2082.736,2066.16,2079.069,13479279,1666607222.25574,1449410345.0,31669522.766266827,4303265.813759998,60156.207000000046,1249.7872610268914,44.846917054615915
2000/8/16,2083.467,2083.467,2072.984,2078.485,15420303,1682027525.25574,1464830648.0,33152066.57095861,4318993.755528,60330.48700000005,1340.341373850954,58.32966057304293
2000/8/17,2091.586,2092.329,2086.559,2086.809,13925760,1692366859.0235064,1478756408.0,34034525.54708052,4365767.905910999,60519.52100000005,1417.084629322332,90.74651545379312
2000/8/18,2090.183,2097.315,2086.754,2093.632,12564344,1687961427.1674323,1466192064.0,29899755.39700842,4376580.46551,60676.91200000004,1483.8942291186056,41.264345375820994
2000/8/21,2108.69,2108.879,2093.418,2095.378,15859304,1703432993.1872244,1482051368.0,30412869.942184925,4414765.2584219985,60837.58100000004,1540.1887590551364,113.61324057262392
2000/8/22,2074.703,2114.522,2074.52,2112.0170000000007,16052733,1687527135.3504164,1465998635.0,22797019.313301563,4386618.17944,60951.743000000046,1462.2439706001635,125.63347097486258
2000/8/23,2057.919,2080.144,1980.345,2064.045,26378898,1702156997.6276135,1439619737.0,22263943.93392992,4119402.76968,61036.28800000005,1275.5906154812792,294.02544857468456
2000/8/24,2071.161,2073.947,2043.206,2058.529,17246856,1716277752.276584,1456866593.0,24514840.12759304,4237500.954082,61128.248000000036,1083.5985135746282,303.8310825750232
2000/8/25,2086.703,2086.721,2066.329,2073.715,12290483,1728546537.6800756,1469157076.0,27110743.914512634,4311852.117209,61227.75900000004,915.6811625052252,292.3334409762174
2000/8/28,2100.585,2100.7,2085.601,2092.1220000000008,13832498,1742168328.0477822,1482989574.0,30042297.497567177,4381222.0207,61345.86500000004,802.4039680135998,209.29674337618053
2000/8/29,2105.476,2105.634,2094.609,2103.033,14521684,1756273789.631093,1497511258.0,32998552.87645483,4410479.927106,61457.35500000005,723.6956652023647,317.59308497514576
2000/8/30,2076.143,2108.097,2075.16,2107.019,13380507,1743691961.2224038,1484130751.0,27204752.59446669,4374638.5705200005,61535.07200000005,593.3293970970402,177.92289105616507
2000/8/31,2021.199,2064.76,2019.447,2062.835,16110624,1728827152.474009,1468020127.0,17631690.368757963,4169673.3877200005,61564.71100000005,304.65327671122935,914.1109625762327
2000/9/1,1999.859,2026.351,1997.717,2009.151,12795555,1717945970.5137515,1455224572.0,8650362.43736267,4048075.8406670005,61568.23400000004,-52.75198955542815,1819.2269206549965
2000/9/4,2010.602,2010.602,1981.229,1994.885,9840289,1727786259.5137515,1465064861.0,7320787.289304732,3983462.989858,61589.59700000004,-417.9104855194343,1677.435308573302
2000/9/5,1963.792,2020.847,1959.592,2015.062,9851131,1719286030.4874682,1455213730.0,3406725.7395265107,3960035.6144240005,61556.81200000004,-822.6142295464928,1329.0853588138707
2000/9/6,1925.907,1964.265,1923.598,1955.499,11017267,1709519845.1754706,1444196463.0,-1611606.1973388197,3778456.2254699995,61470.40000000004,-1270.7844509144093,1225.1460845731199
2000/9/7,1950.663,1963.228,1929.296,1929.296,8466657,1711716105.7823904,1452663120.0,-2819240.3240964413,3787647.927488,61408.71300000004,-1710.9280020404874,979.3196602519603
2000/9/8,1959.312,1963.891,1945.918,1955.153,7223218,1715258790.179542,1459886338.0,-1929760.1292130947,3821570.8469379996,61355.23200000004,-2174.2298635987217,760.7615989726038
2000/9/11,1972.043,1972.076,1956.078,1963.271,7355435,1722583880.2170467,1467241773.0,940261.3378281592,3857534.477928,61303.73600000004,-2624.0925764324898,249.8826114530675
2000/9/12,1979.095,1979.322,1965.401,1975.412,6688864,1729054602.9731705,1473930637.0,4087749.0569458012,3890161.4381220005,61254.68000000005,-3092.019917286248,345.1884712129832
2000/9/13,1988.936,1995.317,1975.126,1980.528,8889416,1732325340.9982314,1482820053.0,6044433.49029088,3941002.484942,61212.93300000005,-3493.611440082637,186.723480572924
2000/9/14,1979.505,1992.366,1973.021,1989.974,6467591,1730193326.1206405,1476352462.0,5617032.980126618,3930979.957686,61156.137000000046,-3755.324916286703,96.62107257312164
2000/9/15,1978.434,1978.469,1966.879,1978.037,6331164,1736486251.8566196,1470021298.0,6933842.507405281,3891409.1282510003,61108.21000000005,-3962.523343547165,29.178543453104798
2000/9/18,1946.753,1981.129,1946.176,1979.53,6892538,1729821276.2647676,1463128760.0,4721513.943211317,3855625.712704,61015.544000000045,-4251.732021521088,207.98491305205968
2000/9/19,1903.154,1937.367,1895.49,1937.319,9195399,1723991616.8323586,1453933361.0,1532350.2618005276,3672259.7748300005,60868.78200000005,-4583.9479899870375,992.485819452908
2000/9/20,1922.289,1922.295,1892.276,1902.912,7043396,1731032197.2571561,1460976757.0,2328572.503495455,3637512.69342,60729.89100000005,-4796.7017593678775,914.6207964117641
2000/9/21,1907.306,1927.515,1905.653,1924.83,6394554,1725604636.0082312,1454582203.0,715660.0683040619,3673174.742295,60571.25400000005,-5018.295744132507,781.8208437715657
2000/9/22,1891.984,1904.573,1888.091,1904.573,6683124,1722078580.5353513,1447899079.0,-1131154.4936726093,3596007.140143,60400.57200000005,-5311.229071071883,357.6348997713066
2000/9/25,1875.911,1896.716,1874.21,1889.904,4759702,1718038353.6177294,1443139377.0,-3069364.0615723133,3554844.0943600005,60200.18300000004,-5681.887136217716,240.91562057239932
2000/9/26,1887.829,1890.672,1878.051,1878.311,4358292,1720433152.367432,1447497669.0,-2821253.4588465686,3550778.440272,60011.18900000004,-6079.122473353435,259.94804457295686
2000/9/27,1914.086,1914.106,1889.873,1889.875,4327159,1724753168.778401,1451824828.0,-1088725.4034368992,3617417.248538,59841.80800000005,-6372.183823664555,187.9453917723149
2000/9/28,1889.289,1917.061,1886.941,1915.497,5049919,1720490581.1072187,1446774909.0,-1637266.7849240303,3617381.0004010005,59639.51100000004,-6574.866350036429,154.24639497231692
2000/9/29,1910.161,1910.486,1888.07,1888.201,4682326,1725037133.021744,1451457235.0,-266197.4877359867,3607131.30202,59459.48900000005,-6752.365182961363,208.30479297274726
2000/10/9,1915.35,1915.495,1897.238,1912.076,5166776,1730121838.3069494,1456624011.0,1936755.0416553018,3634149.90281,59266.14900000004,-6862.654971275767,148.8528668116778
2000/10/10,1942.149,1942.17,1917.683,1917.896,6677506,1736787891.0765824,1463301517.0,4782911.0447752485,3724466.39211,59133.59500000004,-6819.022311527432,283.8706588125788
2000/10/11,1933.726,1948.014,1931.462,1944.248,7252889,1731519117.6754224,1456048628.0,3836009.5961575513,3762515.016468,59009.40200000004,-6763.918484591986,344.6368188126944
2000/10/12,1926.324,1933.329,1918.466,1933.143,7226056,1731933827.0724485,1448822572.0,3231865.6665809155,3709025.953314,58864.56500000004,-6666.92236042835,136.76677081314847
2000/10/13,1918.157,1932.318,1911.357,1927.354,6642719,1729601063.6280038,1442179853.0,1948666.9933781624,3693349.535526,58696.01900000004,-6396.915455886568,97.80194297386332
2000/10/16,1902.809,1917.555,1897.906,1917.446,6085036,1726552816.422141,1436094817.0,276673.6985318661,3639339.13983,58498.24300000004,-6057.607965917597,182.1155876144767
2000/10/17,1909.49,1909.49,1896.945,1902.073,4174936,1730727752.422141,1440269753.0,895913.0144100189,3622197.50805,58302.25700000003,-5706.739619683575,123.95121497428043
2000/10/18,1922.845,1922.852,1911.705,1911.705,5755033,1736475557.4269853,1446024786.0,2896638.5984096527,3675925.78266,58148.95900000003,-5364.083555746417,74.88922121515498
2000/10/19,1913.42,1927.366,1911.182,1925.214,5965058,1732160252.2450774,1440059728.0,2078734.8159472945,3683547.2066120002,58041.18000000003,-4963.325311905939,47.855857374146574
2000/10/20,1947.455,1947.469,1912.378,1913.162,9387661,1741540422.5919752,1449447389.0,4539761.577502966,3724296.871282,57988.77600000003,-4518.041653306418,241.5976717751473
2000/10/23,1958.938,1960.86,1945.674,1952.956,8577974,1747947072.2105713,1458025363.0,7172319.07882905,3815194.3196400004,57937.11200000004,-4071.025589755457,377.58252265676856
2000/10/24,1956.344,1962.13,1945.527,1960.366,6357283,1749873440.3833716,1451668080.0,8210180.740823747,3817376.8925099997,57929.664000000026,-3659.4050237979027,336.38848585495725
2000/10/25,1977.254,1978.992,1957.313,1957.378,11506545,1759535031.7222242,1463174625.0,10962523.143018007,3873506.7684959997,57981.01100000004,-3226.3454925354217,441.03222737554466
2000/10/26,1967.673,1980.626,1962.2,1979.296,10652764,1755210562.2377994,1452521861.0,9715920.822233677,3886384.3372,57998.02100000004,-2839.282447994615,103.33985417569056
2000/10/27,1967.405,1971.785,1957.744,1968.171,9037111,1758609535.4726832,1443484750.0,9404173.100081682,3860250.2530400003,58006.11400000004,-2571.214549296244,54.67941017448902
2000/10/30,1973.578,1974.241,1962.812,1967.653,9939449,1767395803.1467578,1453424199.0,11217345.737308502,3875063.925692,58007.64900000004,-2307.613775102529,50.411557374987744
2000/10/31,1961.287,1979.994,1956.417,1974.527,9090422,1762060766.067655,1444333777.0,9241827.678522823,3873693.921498,57989.84100000004,-1976.5961957981078,30.38331225514412
2000/11/1,1977.363,1977.373,1959.721,1961.081,8501940,1770553073.2328491,1452835717.0,10295592.781715393,3875099.3929330003,57978.26800000003,-1611.8144696663685,30.72592977480963
2000/11/2,1984.26,1992.857,1980.887,1981.765,8933851,1766654122.7212362,1461769568.0,8550140.362807035,3947624.5241590007,57983.02300000004,-1347.4458104200182,62.88215145561844
2000/11/3,1981.631,1989.106,1977.21,1984.986,9320818,1764261236.190302,1452448750.0,6297433.171337605,3932880.27426,57986.22000000004,-1129.75194783226,64.6848701746203
2000/11/6,1991.173,1992.879,1982.751,1983.073,9996819,1770890248.473477,1462445569.0,6912608.394806863,3951382.830129,58030.640000000036,-854.0149910157634,99.81997377518564
2000/11/7,1997.077,1997.077,1990.059,1993.454,7898747,1778788995.473477,1470344316.0,9049089.723062038,3974301.057543,58124.56300000004,-511.2649289261297,49.14419697457925
2000/11/8,2012.908,2012.988,1998.345,1999.153,9254272,1787942148.609856,1479598588.0,12012827.198645115,4022644.50486,58215.18200000005,-163.6787043686026,124.21808057464659
2000/11/9,2032.482,2032.518,2014.838,2016.22,14051628,1801936552.7854226,1493650216.0,16585955.021914246,4095194.502084,58340.35800000005,177.22087917823742,319.78722377540544
2000/11/10,2047.458,2051.341,2033.627,2037.084,13965900,1809779658.419384,1507616116.0,19444499.55842924,4171662.443807,58495.832000000046,567.956780157589,449.0082578551956
2000/11/13,2070.788,2071.689,2053.44,2054.479,14408777,1822765638.7645535,1522024893.0,22978125.20060945,4254089.06016,58690.709000000046,972.2274202103214,665.5419502556324
2000/11/14,2085.118,2085.118,2055.212,2072.793,12448777,1835214415.7645535,1534473670.0,26295753.354173183,4285359.535016,58887.99800000006,1330.1691377794916,670.8525833757593
2000/11/15,2081.905,2092.65,2074.377,2087.277,13334267,1832866890.0742462,1521139403.0,24515501.84697199,4340945.02905,59055.81700000005,1520.1187846455452,415.7292761746794
2000/11/16,2095.984,2096.048,2080.608,2081.139,12821820,1845582415.193417,1533961223.0,25604384.054946426,4361054.237183998,59262.512000000046,1700.0589978236567,271.77278225589544
2000/11/17,2093.235,2104.699,2084.899,2098.888,11801326,1843718044.096044,1522159897.0,23128955.604049444,4388084.840401,59445.58600000005,1914.1180535716744,79.84263881668448
2000/11/20,2101.389,2101.398,2078.277,2092.591,13102959,1856810802.2715988,1535262856.0,24179525.602354765,4367287.131246,59631.62500000006,2101.8747774654285,50.739863774739206
2000/11/21,2097.982,2112.9120000000007,2095.582000000001,2104.068,12479718,1847787670.9074895,1522783138.0,19540169.20377636,4427780.354784002,59787.45800000006,2283.303933702469,44.243029214441776
2000/11/22,2113.303,2113.348,2091.624,2097.281,12146707,1859884055.5161247,1534929845.0,19714721.30676222,4420329.397151999,59967.03500000005,2464.746489607697,48.829649054445326
2000/11/23,2119.439,2125.724,2109.219,2119.156,12492077,1862862324.1010988,1547421922.0,18941512.507133484,4483617.4495560005,60160.15000000005,2655.322805368126,95.62143585551529
2000/11/24,2053.37,2125.406,2045.514,2119.01,16497562,1849609263.3545914,1530924360.0,12686361.169111727,4347547.728684,60295.363000000056,2653.640215142285,538.6108834547922
2000/11/27,2049.6710000000007,2062.806,2031.931,2041.155,10587826,1851188435.4592066,1520336534.0,9476593.912379503,4191479.458386,60442.22500000006,2511.266200649831,877.7733900146559
2000/11/28,2079.396,2079.479,2052.776,2052.776,8588966,1859724007.8945887,1528925500.0,10017862.72657609,4268704.5837039985,60612.13100000006,2392.4839942189856,849.5628157751636
2000/11/29,2067.495,2082.901,2055.939,2081.496,9943629,1858304121.697348,1518981871.0,8876794.112664223,4282317.399038998,60756.78100000006,2316.7878186505372,630.7105149729177
2000/11/30,2070.613,2072.291,2057.041,2067.07,8465550,1864906695.579315,1527447421.0,9703830.995538473,4262787.550931001,60913.97400000006,2194.3203409117546,122.24826921429485
2000/12/1,2081.843,2082.028,2071.495,2073.089,12285286,1876760427.8130567,1539732707.0,12931639.886037588,4312910.591859999,61048.36200000006,2046.844125367021,129.65352705307305
2000/12/4,2092.139,2092.323,2077.809,2084.484,14228850,1890628507.74278,1553961557.0,17489074.42015052,4347447.560306999,61181.56300000006,1896.0655229343133,76.22198817227036
2000/12/5,2091.67,2097.289,2085.8,2094.994,13895864,1890932090.4622512,1540065693.0,17860158.102105618,4374525.3962,61316.88900000006,1696.0647668341153,105.72082881163807
2000/12/6,2075.627,2095.436,2070.349,2092.996,11383325,1884338592.0138516,1528682368.0,14290383.001859665,4338283.827164001,61415.26200000006,1450.3928786055214,73.17916705366223
2000/12/7,2075.044,2078.1420000000007,2060.729,2072.531,9687361,1890578937.0627801,1518995007.0,13516459.067157986,4282487.485518,61522.63300000006,1182.3192330770885,55.46757385134697
2000/12/8,2073.163,2083.271,2069.66,2074.5660000000007,11583235,1884957949.0990007,1507411772.0,10182588.64474535,4311662.65786,61628.39100000006,1045.2101093029357,72.45815305318682
2000/12/11,2046.076,2072.476,2039.003,2072.283,11986534,1878037035.4486558,1495425238.0,5690933.797307967,4225784.781428,61700.88900000006,952.3223962013774,216.4474060116336
2000/12/12,2059.053,2059.053,2037.901,2045.17,10991828,1889028863.4486558,1506417066.0,6833480.832692146,4196146.167753,61798.65500000007,812.2063364508157,134.15862905140966
2000/12/13,2056.12,2059.601,2050.178,2057.383,9385102,1891479965.6477425,1497031964.0,7459557.062086582,4222548.658978,61877.41200000008,662.5441961383809,118.30646057240664
2000/12/14,2051.079,2059.273,2046.938,2056.998,14192813,1886816530.6182327,1482839151.0,5553717.368169308,4215204.156073999,61944.231000000065,508.34609666967344,84.11511577293277
2000/12/15,2039.364,2055.609,2036.881,2052.793,13205907,1877112360.811847,1469633244.0,1181481.8851554394,4187030.915529,62001.964000000065,279.0349007880008,49.70502985268831
2000/12/18,2044.545,2044.56,2024.286,2038.448,11262588,1888358283.2480707,1480895832.0,2863680.700434208,4138774.1841599997,62055.33600000006,-13.093968920717838,52.690357372164726
2000/12/19,2049.032,2056.757,2046.029,2047.348,11368183,1883354502.4757,1492264015.0,1699406.269981623,4208184.467953,62107.291000000056,-335.70587893118784,32.59865321032703
2000/12/20,2071.268,2071.309,2048.6420000000007,2050.068,11920718,1895232096.1594691,1504184733.0,4847855.059634209,4243370.612378,62165.651000000056,-615.3857015280071,118.34360424987972
2000/12/21,2076.886,2086.939,2074.336,2075.562,12498349,1887791398.5043871,1516683082.0,3327648.032453537,4329012.697504,62210.05500000005,-850.9287894820433,225.12471201084557
2000/12/22,2069.768,2079.967,2066.223,2078.426,12032660,1881965924.1417558,1504650422.0,549671.6757285595,4297675.6546410015,62232.36500000005,-1099.7952279144204,168.04545857012272
2000/12/25,2068.174,2075.213,2062.036,2071.567,12061012,1881141231.7374156,1492589410.0,-899145.478470087,4279163.913667999,62229.75100000005,-1304.9135694313745,89.5669334512204
2000/12/26,2076.266,2076.408,2068.813,2070.377,10428055,1891179350.2502527,1503017465.0,1783843.892394543,4295699.863704,62220.89900000005,-1496.5662961028415,12.222373450174928
2000/12/27,2058.244,2079.762,2055.998,2077.718,11761632,1881640965.6389086,1491255833.0,-315677.7315340042,4275986.512476,62197.23800000005,-1716.2729713980752,45.636747849173844
2000/12/28,2053.704,2061.051,2047.742,2054.5170000000007,13842400,1880200457.4113927,1477413433.0,-1604218.4926652908,4220500.696842,62154.95800000005,-1942.0125859184561,66.54134816955775
2000/12/29,2073.4770000000008,2073.878,2055.505,2055.828,13658680,1893262922.2391298,1491072113.0,2170728.049576044,4262866.59839,62135.20000000005,-2079.9196061664943,75.47321360837668
2001/1/2,2103.469,2103.538,2074.882,2077.076,18650746,1911823850.9949925,1509722859.0,9423435.507397177,4364593.132516,62137.28000000004,-1977.4663407006399,305.86485560797155
2001/1/3,2123.899,2123.9,2105.4970000000008,2108.254,17157672,1928979658.3346648,1526880531.0,16992442.211183548,4471865.078300001,62163.19700000004,-1757.099303451648,730.5073346477002
2001/1/4,2117.405,2127.419,2113.179,2125.485,13423540,1923523517.216688,1513456991.0,16808041.669631958,4495617.1550010005,62167.299000000035,-1605.0536724555718,715.1207417678087
2001/1/5,2125.3,2125.381,2114.056,2117.664,13288175,1936621609.7133772,1526745166.0,19372176.18161392,4493174.455336,62173.16000000004,-1470.7031134020706,370.07384320907295
2001/1/8,2102.064,2131.98,2092.097,2128.6020000000008,14787085,1929225286.501357,1511958081.0,16306657.807089567,4460308.962060002,62221.854000000036,-1338.9227397095747,97.9461858486757
2001/1/9,2101.135,2111.1,2082.841,2099.323,11649338,1932658788.6140294,1500308743.0,14662636.61635375,4397085.6351,62273.318000000036,-1228.3899469890844,109.04855704959482
2001/1/10,2125.615,2125.67,2102.0660000000007,2102.085,12916883,1945515476.0060813,1513225626.0,16747879.697946072,4468298.634219999,62319.537000000026,-1097.4037767697382,116.34141976851971
2001/1/11,2119.141,2131.368,2117.029,2129.61,14072209,1935588675.3899298,1499153417.0,12919871.69909978,4512167.865672,62371.18300000003,-933.0509694066966,118.97708440944551
2001/1/12,2104.7470000000008,2117.7270000000008,2100.273,2116.846,10660882,1930393220.9214988,1488492535.0,8526235.48697114,4447804.839471,62405.31700000004,-724.4887171599222,99.01765504945071
2001/1/15,2032.443,2097.092,2030.288,2097.091,14998588,1916362298.2451324,1473493947.0,1489342.0498046875,4257700.722496,62355.91700000004,-689.9550333455212,1110.605215370655
2001/1/16,2045.887,2045.946,2007.706,2018.298,11583722,1927910275.4962828,1485077669.0,2149574.582711458,4107658.0598760005,62309.66500000004,-893.7587741492113,1499.1179910497738
2001/1/17,2034.584,2048.695,2031.756,2046.377,7324134,1923031699.1976821,1477753535.0,671979.5618264675,4162448.35842,62252.57900000004,-1111.997282025088,1366.7225046502424
2001/1/18,2043.11,2049.355,2033.576,2033.686,10341571,1925187312.7992406,1488095106.0,692296.8754310608,4167519.14348,62220.06200000004,-1277.566942132378,716.864258970134
2001/1/19,2065.606,2067.877,2046.541,2046.581,11831264,1934499941.577644,1499926370.0,3600781.58090353,4231995.063457,62210.62400000004,-1399.5519063122274,138.5732060093433
2001/2/5,2008.032,2072.547,2005.683,2069.856,8974243,1926156247.0583513,1490952127.0,1808460.5605578425,4156872.284601,62145.49300000004,-1574.761160815348,349.94707856886083
2001/2/6,1995.315,1999.725,1956.178,1999.723,9528427,1933754788.506189,1481423700.0,3328550.552859783,3911818.05105,62094.73200000004,-1767.828782418578,628.813223849982
2001/2/7,1979.939,1998.25,1978.599,1995.603,5882229,1928674776.8854575,1475541471.0,2031442.7110359669,3953735.45175,62015.61800000004,-1989.890612575956,991.7303410498424
2001/2/8,1930.138,1986.898,1926.4,1977.559,8885737,1920887088.9087641,1466655734.0,-1161769.6451158524,3827560.3072,61889.63600000004,-2345.8804041023004,1917.1608140096066
2001/2/9,1956.97,1963.329,1935.188,1935.188,11237019,1927045666.9279172,1477892753.0,-402920.8169822693,3799410.720852,61795.52700000004,-2758.06411857229,772.3285733684896
2001/2/12,1961.221,1961.81,1935.587,1958.655,7203075,1933925162.5376875,1485095828.0,2133076.92645216,3797253.93247,61717.38400000004,-3005.2996137982304,487.17843064805487
2001/2/13,1963.528,1973.999,1958.991,1962.527,5403514,1931788671.8609817,1490499342.0,2296821.9765007496,3867046.2750089997,61636.36700000004,-3204.9101592502443,259.7920333677903
2001/2/14,1963.2,1966.84,1956.423,1962.738,4382153,1933108323.7723765,1486117189.0,2574895.8345553875,3847971.01332,61550.53500000003,-3460.129501810244,160.13338384823876
2001/2/15,1946.479,1966.923,1944.56,1963.449,4506756,1929375029.7197008,1481610433.0,1266705.592948437,3824799.78888,61425.746000000036,-3764.3292911665444,40.27541704755277
2001/2/16,1941.964,1942.123,1911.871,1942.049,6750210,1936054283.5257301,1474860223.0,2741598.923941612,3713088.6421330003,61290.82400000004,-4106.3568943968485,84.16496584890409
2001/2/19,1967.55,1969.347,1935.651,1942.579,5846083,1941276825.977831,1480706306.0,4757446.16465807,3811968.4898970006,61188.606000000036,-4309.543347127879,105.6182505693287
2001/2/20,1953.218,1980.386,1947.255,1969.777,6435934,1937157602.8795238,1474270372.0,3838953.9441576,3856316.5404300005,61073.65000000005,-4487.005286965037,93.82443536864594
2001/2/21,1909.326,1948.417,1901.205,1948.417,7617817,1932160487.898375,1466652555.0,1524220.183209419,3704340.1424849997,60906.710000000036,-4822.815192449782,370.3445926485584
2001/2/22,1907.26,1922.457,1893.783,1901.993,5054734,1931857281.4228227,1461597821.0,342243.3857626915,3640716.3848309997,60755.726000000046,-5089.692612016822,572.9656342486852
2001/2/23,1936.346,1936.634,1906.551,1906.914,6209740,1937948123.3661125,1467807561.0,1765589.551876068,3692291.489334,60638.368000000046,-5249.318910793617,564.3067232095636
2001/2/26,1954.693,1954.779,1935.547,1940.77,7624348,1945504283.56162,1475431909.0,4591592.177322148,3783566.629113,60519.584000000046,-5396.500027031775,422.0198470493778
2001/2/27,1962.042,1962.284,1946.98,1956.272,7398594,1952668891.7085102,1482830503.0,7609914.736531496,3820527.70232,60378.15700000005,-5510.52203722447,508.7738854493946
2001/2/28,1959.18,1965.021,1950.931,1964.356,6141354,1953718457.3885667,1476689149.0,8486825.341995955,3833620.3845510003,60213.438000000046,-5611.878297945675,415.7303681704216
2001/3/1,1965.121,1968.357,1953.721,1959.009,11667369,1960226547.0658011,1488356518.0,10144787.728624582,3845620.406397,60061.154000000046,-5702.34444494419,103.28559705149381
2001/3/2,1985.111,1987.389,1968.961,1969.056,15163578,1971641196.1875727,1503520096.0,13532725.450206995,3913091.432829,59920.96500000005,-5764.017728174494,110.61205065064131
2001/3/5,1984.2,1993.805,1979.654,1991.28,10719359,1967809012.088852,1492800737.0,12469120.900333645,3947044.04347,59803.101000000046,-5831.4549262866085,125.559116570279
2001/3/6,1990.06,1990.06,1977.111,1986.732,20872240,1988681252.088852,1513672977.0,17541620.775354862,3934569.5166599997,59692.02600000004,-5694.9076319909145,149.30044904956594
2001/3/7,1991.177,1996.853,1986.044,1991.276,13890054,1987983472.5234907,1527563031.0,17800020.792034626,3965837.919532,59557.58800000005,-5355.473522482661,88.43447577068581
2001/3/8,2000.9,2002.252,1989.869,1990.637,11474609,1996952441.3122327,1539037640.0,19141308.977818727,3984219.1849879995,59439.347000000045,-4941.8387697298795,35.46438185125589
2001/3/9,2011.66,2015.503,1999.478,2003.205,15653669,2005098210.1603453,1554691309.0,20541734.3256917,4029953.907434,59346.260000000046,-4557.765170249656,93.2456254507415
2001/3/12,2012.552,2015.597,2004.964,2013.312,12319635,2010361833.0141969,1567010944.0,20921994.300984386,4041199.423508,59326.36900000005,-4238.996440451559,92.58105456968771
2001/3/13,1998.699,2012.772,1992.171,2012.155,13787212,2005312344.419468,1553223732.0,17568900.256100893,4009786.0080120005,59279.18100000005,-3905.9071171611763,65.78564104950055
2001/3/14,2018.616,2018.619,1994.944,1996.152,10675446,2015985084.9210093,1563899178.0,17995879.192220926,4027031.862336,59263.21300000005,-3491.9905918868803,56.51125904871151
2001/3/15,2022.601,2027.333,2017.588,2019.725,13727997,2016380935.8350172,1577627175.0,16660515.939434053,4090322.732804,59242.70400000005,-3019.212352034976,66.01629704749212
2001/3/16,2020.236,2024.28,2011.992,2023.029,12309716,2020588358.2959552,1565317459.0,15938363.942734955,4072835.16576,59197.334000000046,-2452.239069351691,73.78546696715057
2001/3/19,2036.617,2036.63,2017.491,2019.851,13918484,2034487934.2765183,1579235943.0,18616588.306743145,4108882.6953300005,59225.919000000045,-1899.6070838287208,147.30115416646004
2001/3/20,2045.793,2045.941,2037.174,2039.554,12438004,2046505994.2610052,1591673947.0,21843736.604651928,4167937.8107339996,59276.39700000004,-1534.2742417043755,113.06946744630112
2001/3/21,2066.39,2066.391,2046.434,2047.633,19606416,2066110445.394943,1611280363.0,27415919.30508113,4228732.799694,59362.84800000004,-1166.3696616601405,284.15771624678746
2001/3/22,2087.532,2087.532,2068.1420000000007,2071.202,23619556,2089730001.394943,1634899919.0,34718405.56388593,4317312.605544001,59520.24200000004,-775.4266602447902,550.2709266478196
2001/3/23,2053.539,2093.949,2052.555,2091.176,24221622,2066659950.9293683,1610678297.0,27209097.015815254,4297945.489695,59616.81100000004,-416.25063469351716,313.73437096737325
2001/3/26,2089.881,2089.987,2052.055,2052.055,21154246,2087695966.9348516,1631832543.0,28356830.70100236,4288768.273285,59745.47100000004,33.4341086328338,312.6350020086393
2001/3/27,2107.258,2107.302,2090.902,2096.502,17883714,2105483719.5426555,1649716257.0,31908203.883698225,4406161.966404,59889.20100000005,416.1996208380554,355.7096740072593
2001/3/28,2106.874,2112.879,2096.917,2109.755,15672518,2109364047.2670007,1634043739.0,31694942.290393114,4430531.894043,60032.87500000005,695.4396912012323,382.64934696909035
2001/3/29,2101.658,2111.734,2096.934,2107.224,15510812,2103755002.2788925,1618532927.0,26941644.3886981,4428166.8235559985,60188.05400000005,1049.898961230144,406.1866532070562
2001/3/30,2112.775,2112.833,2096.284,2101.1,24367148,2127951349.0722945,1642900075.0,30246710.64602351,4429098.012572002,60358.86500000005,1322.8860659282311,60.04464136902243
